ID,Type,SKU,Name,Handle,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (g),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Swatches Attributes,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 1 default,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global
9977,variation,small-CAT WITH PAWS winter warm hoodie (626)-1,CAT  PAWS  winter warm hoodie (627) - small,,1,0,visible,,,,,taxable,parent,0,,,0,0,,,,,0,,1199,1800,,,,,,,id:9976,,,,,,1,,sizes,small,,0,,COLORS,,,0
9978,variation,extra large-CAT WITH PAWS winter warm hoodie (626)-1,CAT  PAWS  winter warm hoodie (627) - Extra large,,1,0,visible,,,,,taxable,parent,0,,,0,0,,,,,0,,1199,1800,,,,,,,id:9976,,,,,,2,,sizes,Extra large,,0,,COLORS,,,0
9979,variation,large-CAT PAWS winter warm hoodie (627),CAT  PAWS  winter warm hoodie (627) - Large,,1,0,visible,,,,,taxable,parent,0,,,0,0,,,,,0,,1199,1800,,,,,,,id:9976,,,,,,2,,sizes,Large,,0,,COLORS,,,0
9980,variation,medium-CAT PAWS winter warm hoodie (627),CAT  PAWS  winter warm hoodie (627) - Medium,,1,0,visible,,,,,taxable,parent,0,,,0,0,,,,,0,,1199,1800,,,,,,,id:9976,,,,,,4,,sizes,Medium,,0,,COLORS,,,0
9984,variable,,NEW YOUK  winter warm hoodie (628),,1,0,visible,,"<img class=""alignnone size-medium wp-image-4995"" src=""https://essentialscart.pk/wp-content/uploads/2021/11/WhatsApp-Image-2021-11-06-at-6.05.57-PM-300x225.jpeg"" alt="""" width=""300"" height=""225"" />
\n
\nWinter Collection:
\n
\nFabric: Fleece (winter warm)
\n
\nAvailable in: small medium large extra large
\n
\nDelivery in 3-5 days
\n
\nPayment method: cash on delivery (all over Pakistan)
\n
\n200 delivery charges will be applied
\n
\nSatisfied Customer reviews on Instagram
\n
\n1: <a href=""https://www.instagram.com/s/aGlnaGxpZ2h0OjE4MTcwNzE1MzQwMTA3Mjg0?igshid=jshwjs05fpfw"">https://www.instagram.com/s/aGlnaGxpZ2h0OjE4MTcwNzE1MzQwMTA3Mjg0?igshid=jshwjs05fpfw</a>
\n
\n2: <a href=""https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTMzMzYzNzY3NTgzNTM2?story_media_id=2611283413150367937_31282880262&amp;utm_medium=copy_link"">https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTMzMzYzNzY3NTgzNTM2?story_media_id=2611283413150367937_31282880262&amp;utm_medium=copy_link</a>
\n
\n3: <a href=""https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTMwODM5ODEzNzE2Nzk2?story_media_id=2650257576113287535_31282880262&amp;utm_medium=copy_link"">https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTMwODM5ODEzNzE2Nzk2?story_media_id=2650257576113287535_31282880262&amp;utm_medium=copy_link</a>",,,taxable,,1,,,0,0,,,,,1,,,,winter collections,,,"https://essentialscart.pk/wp-content/uploads/2022/09/Screenshot_300-1.png, https://essentialscart.pk/wp-content/uploads/2021/11/WhatsApp-Image-2021-11-06-at-6.05.57-PM.jpeg",,,,,,,,,380,,sizes,"small, Medium, Large, Extra large",1,0,,COLORS,"MAROON, GRAY, WHITE",1,0
9985,variation,small-NEW YOUK winter warm hoodie (628),NEW YOUK  winter warm hoodie (628) - small,,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,1399,1800,,,,,,,id:9984,,,,,,1,,sizes,small,,0,,COLORS,,,0
9986,variation,extra large-NEW YOUK winter warm hoodie (628),NEW YOUK  winter warm hoodie (628) - Extra large,,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,1399,1800,,,,,,,id:9984,,,,,,2,,sizes,Extra large,,0,,COLORS,,,0
9987,variation,large-NEW YOUK winter warm hoodie (628),NEW YOUK  winter warm hoodie (628) - Large,,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,1399,1800,,,,,,,id:9984,,,,,,3,,sizes,Large,,0,,COLORS,,,0
9988,variation,medium-NEW YOUK winter warm hoodie (628),NEW YOUK  winter warm hoodie (628) - Medium,,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,1399,1800,,,,,,,id:9984,,,,,,4,,sizes,Medium,,0,,COLORS,,,0
10005,variable,,PURPLE LOVE YOURSELF  winter warm hoodie (629),,1,0,visible,,"<img class=""alignnone size-medium wp-image-4995"" src=""https://essentialscart.pk/wp-content/uploads/2021/11/WhatsApp-Image-2021-11-06-at-6.05.57-PM-300x225.jpeg"" alt="""" width=""300"" height=""225"" />
\n
\nWinter Collection:
\n
\nFabric: Fleece (winter warm)
\n
\nAvailable in: small medium large extra large
\n
\nDelivery in 3-5 days
\n
\nPayment method: cash on delivery (all over Pakistan)
\n
\n200 delivery charges will be applied
\n
\nSatisfied Customer reviews on Instagram
\n
\n1: <a href=""https://www.instagram.com/s/aGlnaGxpZ2h0OjE4MTcwNzE1MzQwMTA3Mjg0?igshid=jshwjs05fpfw"">https://www.instagram.com/s/aGlnaGxpZ2h0OjE4MTcwNzE1MzQwMTA3Mjg0?igshid=jshwjs05fpfw</a>
\n
\n2: <a href=""https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTMzMzYzNzY3NTgzNTM2?story_media_id=2611283413150367937_31282880262&amp;utm_medium=copy_link"">https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTMzMzYzNzY3NTgzNTM2?story_media_id=2611283413150367937_31282880262&amp;utm_medium=copy_link</a>
\n
\n3: <a href=""https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTMwODM5ODEzNzE2Nzk2?story_media_id=2650257576113287535_31282880262&amp;utm_medium=copy_link"">https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTMwODM5ODEzNzE2Nzk2?story_media_id=2650257576113287535_31282880262&amp;utm_medium=copy_link</a>",,,taxable,,1,,,0,0,,,,,1,,,,winter collections,,,"https://essentialscart.pk/wp-content/uploads/2022/09/Untitled-design-4.png, https://essentialscart.pk/wp-content/uploads/2021/11/WhatsApp-Image-2021-11-06-at-6.05.57-PM.jpeg",,,,,,,,,390,,sizes,"small, Medium, Large, Extra large",1,0,,,,,
10006,variation,small-PURPLE LOVE YOURSELF winter warm hoodie (629),PURPLE LOVE YOURSELF  winter warm hoodie (629) - small,,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,1399,1800,,,,,,,id:10005,,,,,,1,,sizes,small,,0,,,,,
10007,variation,extra larg-PURPLE LOVE YOURSELF winter warm hoodie (629),PURPLE LOVE YOURSELF  winter warm hoodie (629) - Extra large,,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,1399,1800,,,,,,,id:10005,,,,,,2,,sizes,Extra large,,0,,,,,
10008,variation,large-PURPLE LOVE YOURSELF winter warm hoodie (629),PURPLE LOVE YOURSELF  winter warm hoodie (629) - Large,,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,1399,1800,,,,,,,id:10005,,,,,,3,,sizes,Large,,0,,,,,
10009,variation,medium-PURPLE LOVE YOURSELF winter warm hoodie (629),PURPLE LOVE YOURSELF  winter warm hoodie (629) - Medium,,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,1399,1800,,,,,,,id:10005,,,,,,4,,sizes,Medium,,0,,,,,
10012,variable,,RED LOVE YOURSELF  winter warm hoodie (630),,1,0,visible,,"<img class=""alignnone size-medium wp-image-4995"" src=""https://essentialscart.pk/wp-content/uploads/2021/11/WhatsApp-Image-2021-11-06-at-6.05.57-PM-300x225.jpeg"" alt="""" width=""300"" height=""225"" />
\n
\nWinter Collection:
\n
\nFabric: Fleece (winter warm)
\n
\nAvailable in: small medium large extra large
\n
\nDelivery in 3-5 days
\n
\nPayment method: cash on delivery (all over Pakistan)
\n
\n200 delivery charges will be applied
\n
\nSatisfied Customer reviews on Instagram
\n
\n1: <a href=""https://www.instagram.com/s/aGlnaGxpZ2h0OjE4MTcwNzE1MzQwMTA3Mjg0?igshid=jshwjs05fpfw"">https://www.instagram.com/s/aGlnaGxpZ2h0OjE4MTcwNzE1MzQwMTA3Mjg0?igshid=jshwjs05fpfw</a>
\n
\n2: <a href=""https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTMzMzYzNzY3NTgzNTM2?story_media_id=2611283413150367937_31282880262&amp;utm_medium=copy_link"">https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTMzMzYzNzY3NTgzNTM2?story_media_id=2611283413150367937_31282880262&amp;utm_medium=copy_link</a>
\n
\n3: <a href=""https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTMwODM5ODEzNzE2Nzk2?story_media_id=2650257576113287535_31282880262&amp;utm_medium=copy_link"">https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTMwODM5ODEzNzE2Nzk2?story_media_id=2650257576113287535_31282880262&amp;utm_medium=copy_link</a>",,,taxable,,1,,,0,0,,,,,1,,,,winter collections,,,"https://essentialscart.pk/wp-content/uploads/2022/09/5.jpg, https://essentialscart.pk/wp-content/uploads/2021/11/WhatsApp-Image-2021-11-06-at-6.05.57-PM.jpeg",,,,,,,,,396,,sizes,"small, Medium, Large, Extra large",1,0,,,,,
10013,variation,small-RED LOVE YOURSELF winter warm hoodie (630),RED LOVE YOURSELF  winter warm hoodie (630) - small,,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,1399,1800,,,,,,,id:10012,,,,,,1,,sizes,small,,0,,,,,
10014,variation,extra larg-RED LOVE YOURSELF winter warm hoodie (630),RED LOVE YOURSELF  winter warm hoodie (630) - Extra large,,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,1399,1800,,,,,,,id:10012,,,,,,2,,sizes,Extra large,,0,,,,,
10015,variation,large-RED LOVE YOURSELF winter warm hoodie (630),RED LOVE YOURSELF  winter warm hoodie (630) - Large,,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,1399,1800,,,,,,,id:10012,,,,,,3,,sizes,Large,,0,,,,,
10016,variation,medium-RED LOVE YOURSELF winter warm hoodie (630),RED LOVE YOURSELF  winter warm hoodie (630) - Medium,,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,1399,1800,,,,,,,id:10012,,,,,,4,,sizes,Medium,,0,,,,,
10019,variable,,YELLOW PEANUT BUTTER winter warm sweat shirt (631),,1,0,visible,,"<img class=""alignnone size-medium wp-image-4995"" src=""https://essentialscart.pk/wp-content/uploads/2021/11/WhatsApp-Image-2021-11-06-at-6.05.57-PM-300x225.jpeg"" alt="""" width=""300"" height=""225"" />
\n
\nWinter Collection: Sweatshirt
\n
\nFabric: Fleece (winter warm)
\n
\nAvailable in: small medium large extra large
\n
\nDelivery in 3-5 days
\n
\nPayment method: cash on delivery (all over Pakistan) for Karachi 150  for other cities 200 deliver charges will be applied
\n
\nSatisfied Customer reviews on Instagram
\n
\n1: <a href=""https://www.instagram.com/s/aGlnaGxpZ2h0OjE4MTcwNzE1MzQwMTA3Mjg0?igshid=jshwjs05fpfw"">https://www.instagram.com/s/aGlnaGxpZ2h0OjE4MTcwNzE1MzQwMTA3Mjg0?igshid=jshwjs05fpfw</a>
\n
\n2: <a href=""https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTMzMzYzNzY3NTgzNTM2?story_media_id=2611283413150367937_31282880262&amp;utm_medium=copy_link"">https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTMzMzYzNzY3NTgzNTM2?story_media_id=2611283413150367937_31282880262&amp;utm_medium=copy_link</a>
\n
\n3: <a href=""https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTMwODM5ODEzNzE2Nzk2?story_media_id=2650257576113287535_31282880262&amp;utm_medium=copy_link"">https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTMwODM5ODEzNzE2Nzk2?story_media_id=2650257576113287535_31282880262&amp;utm_medium=copy_link</a>
\n
\n&nbsp;",,,taxable,,0,,,0,0,,,,,1,,,,winter collections,,,"https://essentialscart.pk/wp-content/uploads/2022/09/Untitled-design-4-1.png, https://essentialscart.pk/wp-content/uploads/2021/11/WhatsApp-Image-2021-11-06-at-6.05.57-PM.jpeg",,,,,,,,,443,,sizes,"small, Medium, Large, Extra large",1,0,,,,,
10020,variation,small-YELLOW PEANUT BUTTER winter warm sweat shirt (631),YELLOW PEANUT BUTTER winter warm sweat shirt (631) - small,,1,0,visible,,,,,taxable,parent,0,,,0,0,,,,,0,,1099,1600,,,,,,,id:10019,,,,,,1,,sizes,small,,0,,,,,
10021,variation,extra large-YELLOW PEANUT BUTTER winter warm sweat shirt (631),YELLOW PEANUT BUTTER winter warm sweat shirt (631) - Extra large,,1,0,visible,,,,,taxable,parent,0,,,0,0,,,,,0,,1099,1600,,,,,,,id:10019,,,,,,1,,sizes,Extra large,,0,,,,,
10022,variation,large-YELLOW PEANUT BUTTER winter warm sweat shirt (631),YELLOW PEANUT BUTTER winter warm sweat shirt (631) - Large,,1,0,visible,,,,,taxable,parent,0,,,0,0,,,,,0,,1099,1600,,,,,,,id:10019,,,,,,2,,sizes,Large,,0,,,,,
10023,variation,medium-YELLOW PEANUT BUTTER winter warm sweat shirt (631),YELLOW PEANUT BUTTER winter warm sweat shirt (631) - Medium,,1,0,visible,,,,,taxable,parent,0,,,0,0,,,,,0,,1099,1600,,,,,,,id:10019,,,,,,3,,sizes,Medium,,0,,,,,
10026,variable,,WHITE ALWAYS AND FOREVER winter warm hoodies (632),,1,0,visible,,"<img class=""alignnone size-medium wp-image-4995"" src=""https://essentialscart.pk/wp-content/uploads/2021/11/WhatsApp-Image-2021-11-06-at-6.05.57-PM-300x225.jpeg"" alt="""" width=""300"" height=""225"" />
\n
\nWinter Collection:
\n
\nFabric: Fleece (winter warm)
\n
\nAvailable in: small medium large extra large
\n
\nDelivery in 3-5 days
\n
\nPayment method: cash on delivery (all over Pakistan)
\n
\n200 delivery charges will be applied
\n
\nSatisfied Customer reviews on Instagram
\n
\n1: <a href=""https://www.instagram.com/s/aGlnaGxpZ2h0OjE4MTcwNzE1MzQwMTA3Mjg0?igshid=jshwjs05fpfw"">https://www.instagram.com/s/aGlnaGxpZ2h0OjE4MTcwNzE1MzQwMTA3Mjg0?igshid=jshwjs05fpfw</a>
\n
\n2: <a href=""https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTMzMzYzNzY3NTgzNTM2?story_media_id=2611283413150367937_31282880262&amp;utm_medium=copy_link"">https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTMzMzYzNzY3NTgzNTM2?story_media_id=2611283413150367937_31282880262&amp;utm_medium=copy_link</a>
\n
\n3: <a href=""https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTMwODM5ODEzNzE2Nzk2?story_media_id=2650257576113287535_31282880262&amp;utm_medium=copy_link"">https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTMwODM5ODEzNzE2Nzk2?story_media_id=2650257576113287535_31282880262&amp;utm_medium=copy_link</a>",,,taxable,,1,,,0,0,,,,,1,,,,winter collections,,,"https://essentialscart.pk/wp-content/uploads/2022/09/EUZ7rT-UEAAouh9.jpg, https://essentialscart.pk/wp-content/uploads/2022/09/EUZ7rT7UwAUxdnl.jpg, https://essentialscart.pk/wp-content/uploads/2021/11/WhatsApp-Image-2021-11-06-at-6.05.57-PM.jpeg",,,,,,,,,436,,sizes,"small, Medium, Large, Extra large",1,0,,,,,
10027,variation,small-WHITE ALWAYS AND FOREVER winter warm hoodies (632),WHITE ALWAYS AND FOREVER winter warm hoodies (632) - small,,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,1399,1800,,,,,,,id:10026,,,,,,1,,sizes,small,,0,,,,,
10028,variation,extra large-WHITE ALWAYS AND FOREVER winter warm hoodies (632),WHITE ALWAYS AND FOREVER winter warm hoodies (632) - Extra large,,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,1399,1800,,,,,,,id:10026,,,,,,2,,sizes,Extra large,,0,,,,,
10029,variation,large-WHITE ALWAYS AND FOREVER winter warm hoodies (632),WHITE ALWAYS AND FOREVER winter warm hoodies (632) - Large,,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,1399,1800,,,,,,,id:10026,,,,,,3,,sizes,Large,,0,,,,,
10030,variation,medium-WHITE ALWAYS AND FOREVER winter warm hoodies (632),WHITE ALWAYS AND FOREVER winter warm hoodies (632) - Medium,,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,1399,1800,,,,,,,id:10026,,,,,,4,,sizes,Medium,,0,,,,,
10034,variable,,RED WITH WHITE STRAPS winter warm sweat shirt (633),,1,0,visible,,"<img class=""alignnone size-medium wp-image-4995"" src=""https://essentialscart.pk/wp-content/uploads/2021/11/WhatsApp-Image-2021-11-06-at-6.05.57-PM-300x225.jpeg"" alt="""" width=""300"" height=""225"" />
\n
\nWinter Collection:
\n
\nFabric: Fleece (winter warm)
\n
\nAvailable in: small medium large extra large
\n
\nDelivery in 3-5 days
\n
\nPayment method: cash on delivery (all over Pakistan)
\n
\n200 delivery charges will be applied
\n
\nSatisfied Customer reviews on Instagram
\n
\n1: <a href=""https://www.instagram.com/s/aGlnaGxpZ2h0OjE4MTcwNzE1MzQwMTA3Mjg0?igshid=jshwjs05fpfw"">https://www.instagram.com/s/aGlnaGxpZ2h0OjE4MTcwNzE1MzQwMTA3Mjg0?igshid=jshwjs05fpfw</a>
\n
\n2: <a href=""https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTMzMzYzNzY3NTgzNTM2?story_media_id=2611283413150367937_31282880262&amp;utm_medium=copy_link"">https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTMzMzYzNzY3NTgzNTM2?story_media_id=2611283413150367937_31282880262&amp;utm_medium=copy_link</a>
\n
\n3: <a href=""https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTMwODM5ODEzNzE2Nzk2?story_media_id=2650257576113287535_31282880262&amp;utm_medium=copy_link"">https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTMwODM5ODEzNzE2Nzk2?story_media_id=2650257576113287535_31282880262&amp;utm_medium=copy_link</a>",,,taxable,,1,,,0,0,,,,,1,,,,winter collections,,,"https://essentialscart.pk/wp-content/uploads/2022/09/732c35a7d9f185adfd068408751d1ff3.jpg, https://essentialscart.pk/wp-content/uploads/2022/09/bfe4143ceac2832fd465b2d5d4777eed.jpg, https://essentialscart.pk/wp-content/uploads/2022/09/268e7817c99febd095e9bc0a387114dc__26667_zoom.jpg, https://essentialscart.pk/wp-content/uploads/2022/09/78486065a755e16fd963a94334118eda.jpg, https://essentialscart.pk/wp-content/uploads/2021/11/WhatsApp-Image-2021-11-06-at-6.05.57-PM.jpeg",,,,,,,,,435,,sizes,"small, Medium, Large, Extra large",1,0,,,,,
10035,variation,small-RED WITH WHITE STRAPS winter warm sweat shirt (633),RED WITH WHITE STRAPS winter warm sweat shirt (633) - small,,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,1299,1600,,,,,,,id:10034,,,,,,1,,sizes,small,,0,,,,,
10036,variation,extra large-RED WITH WHITE STRAPS winter warm sweat shirt (633),RED WITH WHITE STRAPS winter warm sweat shirt (633) - Extra large,,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,1299,1600,,,,,,,id:10034,,,,,,2,,sizes,Extra large,,0,,,,,
10037,variation,large-RED WITH WHITE STRAPS winter warm sweat shirt (633),RED WITH WHITE STRAPS winter warm sweat shirt (633) - Large,,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,1299,1600,,,,,,,id:10034,,,,,,3,,sizes,Large,,0,,,,,
10038,variation,medium-RED WITH WHITE STRAPS winter warm sweat shirt (633),RED WITH WHITE STRAPS winter warm sweat shirt (633) - Medium,,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,1299,1600,,,,,,,id:10034,,,,,,4,,sizes,Medium,,0,,,,,
10061,variable,,YELLOW BUTTERFLY winter warm hoodies (633),,1,0,visible,,"<img class=""alignnone size-medium wp-image-4995"" src=""https://essentialscart.pk/wp-content/uploads/2021/11/WhatsApp-Image-2021-11-06-at-6.05.57-PM-300x225.jpeg"" alt="""" width=""300"" height=""225"" />
\n
\nWinter Collection:
\n
\nFabric: Fleece (winter warm)
\n
\nAvailable in: small medium large extra large
\n
\nDelivery in 3-5 days
\n
\nPayment method: cash on delivery (all over Pakistan)
\n
\n200 delivery charges will be applied
\n
\nSatisfied Customer reviews on Instagram
\n
\n1: <a href=""https://www.instagram.com/s/aGlnaGxpZ2h0OjE4MTcwNzE1MzQwMTA3Mjg0?igshid=jshwjs05fpfw"">https://www.instagram.com/s/aGlnaGxpZ2h0OjE4MTcwNzE1MzQwMTA3Mjg0?igshid=jshwjs05fpfw</a>
\n
\n2: <a href=""https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTMzMzYzNzY3NTgzNTM2?story_media_id=2611283413150367937_31282880262&amp;utm_medium=copy_link"">https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTMzMzYzNzY3NTgzNTM2?story_media_id=2611283413150367937_31282880262&amp;utm_medium=copy_link</a>
\n
\n3: <a href=""https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTMwODM5ODEzNzE2Nzk2?story_media_id=2650257576113287535_31282880262&amp;utm_medium=copy_link"">https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTMwODM5ODEzNzE2Nzk2?story_media_id=2650257576113287535_31282880262&amp;utm_medium=copy_link</a>",,,taxable,,1,,,0,0,,,,,1,,,,winter collections,,,"https://essentialscart.pk/wp-content/uploads/2022/09/10.jpeg, https://essentialscart.pk/wp-content/uploads/2021/11/WhatsApp-Image-2021-11-06-at-6.05.57-PM.jpeg",,,,,,,,,441,,sizes,"small, Medium, Large, Extra large",1,0,,,,,
10062,variation,small-YELLOW BUTTERFLY winter warm hoodies (633),YELLOW BUTTERFLY winter warm hoodies (633) - small,,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,1399,1800,,,,,,,id:10061,,,,,,1,,sizes,small,,0,,,,,
10063,variation,extra large-YELLOW BUTTERFLY winter warm hoodies (633),YELLOW BUTTERFLY winter warm hoodies (633) - Extra large,,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,1399,1800,,,,,,,id:10061,,,,,,2,,sizes,Extra large,,0,,,,,
10064,variation,large-YELLOW BUTTERFLY winter warm hoodies (633),YELLOW BUTTERFLY winter warm hoodies (633) - Large,,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,1399,1800,,,,,,,id:10061,,,,,,3,,sizes,Large,,0,,,,,
10065,variation,medium-YELLOW BUTTERFLY winter warm hoodies (633),YELLOW BUTTERFLY winter warm hoodies (633) - Medium,,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,1399,1800,,,,,,,id:10061,,,,,,4,,sizes,Medium,,0,,,,,
10076,variable,,PINK BTS SIGNATURES winter warm hoodies (634),,1,0,visible,,"<img class=""alignnone size-medium wp-image-4995"" src=""https://essentialscart.pk/wp-content/uploads/2021/11/WhatsApp-Image-2021-11-06-at-6.05.57-PM-300x225.jpeg"" alt="""" width=""300"" height=""225"" />
\n
\nWinter Collection:
\n
\nFabric: Fleece (winter warm)
\n
\nAvailable in: small medium large extra large
\n
\nDelivery in 3-5 days
\n
\nPayment method: cash on delivery (all over Pakistan)
\n
\n200 delivery charges will be applied
\n
\nSatisfied Customer reviews on Instagram
\n
\n1: <a href=""https://www.instagram.com/s/aGlnaGxpZ2h0OjE4MTcwNzE1MzQwMTA3Mjg0?igshid=jshwjs05fpfw"">https://www.instagram.com/s/aGlnaGxpZ2h0OjE4MTcwNzE1MzQwMTA3Mjg0?igshid=jshwjs05fpfw</a>
\n
\n2: <a href=""https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTMzMzYzNzY3NTgzNTM2?story_media_id=2611283413150367937_31282880262&amp;utm_medium=copy_link"">https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTMzMzYzNzY3NTgzNTM2?story_media_id=2611283413150367937_31282880262&amp;utm_medium=copy_link</a>
\n
\n3: <a href=""https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTMwODM5ODEzNzE2Nzk2?story_media_id=2650257576113287535_31282880262&amp;utm_medium=copy_link"">https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTMwODM5ODEzNzE2Nzk2?story_media_id=2650257576113287535_31282880262&amp;utm_medium=copy_link</a>",,,taxable,,0,,,0,0,,,,,1,,,,winter collections,,,"https://essentialscart.pk/wp-content/uploads/2022/09/WhatsApp-Image-2022-09-08-at-4.12.42-PM.jpeg, https://essentialscart.pk/wp-content/uploads/2021/11/WhatsApp-Image-2021-11-06-at-6.05.57-PM.jpeg",,,,,,,,,431,,sizes,"small, Medium, Large, Extra large",1,0,,,,,
10077,variation,small-PINK BTS SIGNATURES winter warm hoodies (634),PINK BTS SIGNATURES winter warm hoodies (634) - small,,1,0,visible,,,,,taxable,parent,0,,,0,0,,,,,0,,1399,1800,,,,,,,id:10076,,,,,,1,,sizes,small,,0,,,,,
10078,variation,extra large-PINK BTS SIGNATURES winter warm hoodies (634),PINK BTS SIGNATURES winter warm hoodies (634) - Extra large,,1,0,visible,,,,,taxable,parent,0,,,0,0,,,,,0,,1399,1800,,,,,,,id:10076,,,,,,2,,sizes,Extra large,,0,,,,,
10079,variation,large-PINK BTS SIGNATURES winter warm hoodies (634),PINK BTS SIGNATURES winter warm hoodies (634) - Large,,1,0,visible,,,,,taxable,parent,0,,,0,0,,,,,0,,1399,1800,,,,,,,id:10076,,,,,,3,,sizes,Large,,0,,,,,
10080,variation,medium-PINK BTS SIGNATURES winter warm hoodies (634),PINK BTS SIGNATURES winter warm hoodies (634) - Medium,,1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,750,1800,,,,,,,id:10076,,,,,,4,,sizes,Medium,,0,,,,,
